ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11162858,JA506821,07/25/2017 01:25:00 PM,035XX S STATE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,false,false,0213,002,3,35,11,,,2017,11/30/2017 03:52:45 PM,,,
11162860,JA505706,11/05/2017 11:20:00 AM,0000X W WASHINGTON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,ATM (AUTOMATIC TELLER MACHINE),false,false,0112,001,42,32,11,,,2017,11/30/2017 03:52:45 PM,,,
11162866,JA505615,11/07/2017 04:20:00 PM,0000X S DEARBORN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,0112,001,42,32,11,,,2017,11/30/2017 03:52:45 PM,,,
11162867,JA529409,01/01/2017 12:00:00 PM,036XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,1925,019,46,6,11,,,2017,11/30/2017 03:52:45 PM,,,
11162872,JA529920,10/15/2017 03:00:00 PM,022XX W FULLERTON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,1432,014,32,22,26,,,2017,11/30/2017 03:52:45 PM,,,
11162874,JA529507,11/21/2017 04:00:00 PM,007XX N WELLS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1832,018,42,8,14,,,2017,11/30/2017 03:52:45 PM,,,
11162886,JA529542,11/03/2017 09:15:00 AM,018XX W HURON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1221,012,1,24,11,,,2017,11/30/2017 03:52:45 PM,,,
11162895,JA529370,11/16/2017 01:06:00 PM,026XX W LITHUANIAN PLAZA CT,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0831,008,15,66,07,,,2017,11/30/2017 03:52:45 PM,,,
11162896,JA529243,11/10/2017 12:00:00 AM,096XX S PRINCETON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0511,005,21,49,11,,,2017,11/30/2017 03:52:45 PM,,,
11162902,JA529510,11/23/2017 12:00:00 PM,015XX W 91ST ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2221,022,21,73,05,,,2017,11/30/2017 03:52:45 PM,,,
11162914,JA529596,11/21/2017 01:00:00 AM,033XX W CATALPA AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1712,017,40,13,06,,,2017,11/30/2017 03:52:45 PM,,,
11162916,JA529559,06/18/2017 12:00:00 PM,003XX W 79TH ST,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,false,false,0623,006,17,44,10,,,2017,11/30/2017 03:52:45 PM,,,
11162926,JA529613,11/23/2017 03:00:00 PM,020XX W EASTWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1911,019,47,4,06,,,2017,11/30/2017 03:52:45 PM,,,
11162929,JA529548,11/17/2017 10:00:00 AM,062XX S BISHOP ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,false,false,0713,007,16,67,11,,,2017,11/30/2017 03:52:45 PM,,,
11162933,JA504102,09/10/2017 08:45:00 AM,022XX N BURLING ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,ALLEY,false,false,1812,018,43,7,11,,,2017,11/30/2017 03:52:45 PM,,,
11162935,JA529588,10/18/2017 08:35:00 AM,018XX W WEBSTER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE,false,false,1432,014,32,22,26,,,2017,11/30/2017 03:52:45 PM,,,
11162936,JA502222,11/04/2017 06:00:00 PM,038XX W Belmont Ave,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARKING LOT/GARAGE(NON.RESID.),false,false,2523,025,30,21,11,,,2017,11/30/2017 03:52:45 PM,,,
11162943,JA501119,11/04/2017 08:30:00 AM,027XX N CLARK ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SIDEWALK,false,false,1935,019,43,7,11,,,2017,11/30/2017 03:52:45 PM,,,
11162947,JA501306,10/21/2017 09:00:00 PM,0000X W TERMINAL ST,5093,NON-CRIMINAL,LOST PASSPORT,AIRPORT PARKING LOT,false,false,1651,016,41,76,26,,,2017,11/30/2017 03:52:45 PM,,,
11162948,JA501009,11/04/2017 02:00:00 AM,001XX N WELLS ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,,false,false,0122,001,42,32,11,,,2017,11/30/2017 03:52:45 PM,,,
11162950,JA529620,11/13/2017 05:00:00 PM,0000X E ERIE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,STREET,false,false,1834,018,42,8,11,,,2017,11/30/2017 03:52:45 PM,,,
11162952,JA497864,10/14/2017 12:00:00 PM,009XX W Jackson Blvd,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,,false,false,1232,012,2,28,11,,,2017,11/30/2017 03:52:45 PM,,,
11162966,JA529478,09/09/2017 11:30:00 AM,005XX W HARRISON ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,GOVERNMENT BUILDING/PROPERTY,false,false,0124,001,2,28,02,,,2017,11/30/2017 03:52:45 PM,,,
11162970,JA529637,10/09/2017 09:01:00 PM,051XX W 55TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",COMMERCIAL / BUSINESS OFFICE,false,false,0814,008,23,56,11,,,2017,11/30/2017 03:52:45 PM,,,
11162978,JA529593,11/11/2017 01:00:00 AM,002XX W NORTH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BAR OR TAVERN,false,false,1821,018,27,8,11,,,2017,11/30/2017 03:52:45 PM,,,
11162979,JA529474,11/20/2017 09:26:00 PM,057XX N ST LOUIS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1711,017,39,13,26,,,2017,11/30/2017 03:52:45 PM,,,
11162982,JA529694,09/06/2017 10:54:00 AM,039XX W PALMER ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,false,false,2525,025,30,22,11,,,2017,11/30/2017 03:52:45 PM,,,
11162993,JA529657,05/05/2017 12:00:00 PM,056XX S KILBOURN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,OTHER,false,false,0813,008,13,62,26,,,2017,11/30/2017 03:52:45 PM,,,
11163002,JA529721,11/12/2017 12:30:00 PM,002XX W NORTH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,1814,018,43,7,11,,,2017,11/30/2017 03:52:45 PM,,,
11163019,JA529420,11/15/2017 01:00:00 PM,081XX W ADDISON ST,0810,THEFT,OVER $500,APARTMENT,false,false,1631,016,36,17,06,,,2017,11/30/2017 03:52:45 PM,,,
11163025,JA529649,11/22/2017 06:00:00 PM,010XX N HICKORY AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,1822,018,32,8,07,,,2017,11/30/2017 03:52:45 PM,,,
11163031,JA529735,11/22/2017 12:00:00 PM,009XX W BELMONT AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1933,019,44,6,06,,,2017,11/30/2017 03:52:45 PM,,,
11163039,JA529684,11/16/2017 12:41:00 AM,005XX W MADISON ST,0820,THEFT,$500 AND UNDER,RESTAURANT,true,false,0121,001,42,28,06,,,2017,11/30/2017 03:52:45 PM,,,
11163044,JA529738,11/20/2017 12:00:00 PM,105XX S LA SALLE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0512,005,34,49,05,,,2017,11/30/2017 03:52:45 PM,,,
11163047,JA529636,11/20/2017 10:00:00 AM,032XX W PIERCE AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,false,false,1422,014,26,23,11,,,2017,11/30/2017 03:52:45 PM,,,
11163051,JA528852,11/15/2017 06:16:00 PM,0000X N DEARBORN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,0112,001,42,32,26,,,2017,11/30/2017 03:52:45 PM,,,
11163074,JA529731,11/17/2017 12:01:00 AM,044XX W 16TH ST,0810,THEFT,OVER $500,WAREHOUSE,false,false,1012,010,24,29,06,,,2017,11/30/2017 03:52:45 PM,,,
11163084,JA529717,07/09/2013 12:01:00 AM,008XX S SPRINGFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1133,011,24,26,11,,,2013,11/30/2017 03:52:45 PM,,,
11163089,JA529868,11/22/2017 09:00:00 PM,0000X E LAKE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0111,001,42,32,06,,,2017,11/30/2017 03:52:45 PM,,,
11163093,JA529752,10/26/2017 08:40:00 AM,010XX N CENTRAL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,1511,015,29,25,26,,,2017,11/30/2017 03:52:45 PM,,,
11163111,JA529756,10/10/2017 12:00:00 PM,123XX S WALLACE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0523,005,34,53,11,,,2017,11/30/2017 03:52:45 PM,,,
11163119,JA528352,11/03/2017 10:00:00 AM,062XX S STEWART AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,0711,007,20,68,06,,,2017,11/30/2017 03:52:45 PM,,,
11163122,JA529893,11/03/2017 11:30:00 PM,064XX S COTTAGE GROVE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0312,003,20,42,11,,,2017,11/30/2017 03:52:45 PM,,,
11163124,JA529818,07/07/2016 12:01:00 AM,076XX S MAPLEWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0835,008,18,70,11,,,2016,11/30/2017 03:52:45 PM,,,
11163136,JA529763,11/16/2017 04:45:00 PM,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1833,018,42,8,06,,,2017,11/30/2017 03:52:45 PM,,,
11163138,JA529867,11/20/2017 11:00:00 AM,033XX S WESTERN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,0911,009,12,59,02,,,2017,11/30/2017 03:52:45 PM,,,
11163141,JA529905,08/23/2017 05:00:00 AM,044XX S INDIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0215,002,3,38,11,,,2017,11/30/2017 03:52:45 PM,,,
11163164,JA530026,08/05/2017 09:00:00 AM,061XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0823,008,15,66,08B,,,2017,11/30/2017 03:52:45 PM,,,
11163176,JA530012,11/20/2017 09:00:00 AM,027XX N MILDRED AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1935,019,43,7,06,,,2017,11/30/2017 03:52:45 PM,,,
11163179,JA530054,09/20/2017 12:00:00 PM,050XX N TROY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1713,017,33,14,11,,,2017,11/30/2017 03:52:45 PM,,,
11163190,JA530015,11/19/2017 09:45:00 AM,006XX S LA SALLE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0123,001,2,32,06,,,2017,11/30/2017 03:52:45 PM,,,
11163205,JA529772,11/14/2017 10:00:00 AM,004XX N ST LOUIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1123,011,27,23,11,,,2017,11/30/2017 03:52:45 PM,,,
11163208,JA529966,11/19/2017 09:00:00 AM,016XX N HUMBOLDT BLVD,0810,THEFT,OVER $500,RESIDENCE,false,false,1421,014,35,24,06,,,2017,11/30/2017 03:52:45 PM,,,
11163223,JA530009,11/01/2016 06:00:00 AM,075XX N PAULINA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,2422,024,49,1,11,,,2016,11/30/2017 03:52:45 PM,,,
11163226,JA529963,11/14/2017 12:26:00 PM,025XX S HARDING AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1013,010,22,30,06,,,2017,11/30/2017 03:52:45 PM,,,
11163230,JA529888,11/19/2017 10:00:00 AM,002XX S CANAL ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0121,001,2,28,11,,,2017,11/30/2017 03:52:45 PM,,,
11163244,JA530095,11/23/2017 12:00:00 PM,055XX S ROCKWELL ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0824,008,16,63,26,,,2017,11/30/2017 03:52:45 PM,,,
11163263,JA529997,11/20/2017 01:00:00 PM,046XX W MONROE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1113,011,28,25,11,,,2017,11/30/2017 03:52:45 PM,,,
11163278,JA530145,11/17/2017 01:00:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0112,001,42,32,06,,,2017,11/30/2017 03:52:45 PM,,,
11163293,JA530017,11/03/2017 02:00:00 PM,046XX W BELMONT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,VEHICLE - OTHER RIDE SERVICE,false,false,1731,017,30,15,11,,,2017,11/30/2017 03:52:45 PM,,,
11163318,JA529699,09/17/2017 12:01:00 AM,105XX S RHODES AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0512,005,9,49,11,,,2017,11/30/2017 03:52:45 PM,,,
11163325,JA530062,11/02/2017 12:00:00 PM,062XX N NEWARK AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1611,016,41,10,11,,,2017,11/30/2017 03:52:45 PM,,,
11163330,JA528807,11/10/2017 02:00:00 PM,048XX W IRVING PARK RD,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,false,false,1624,016,45,15,06,,,2017,11/30/2017 03:52:45 PM,,,
11163340,JA530016,12/05/2015 05:12:00 PM,018XX W 103RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2213,022,19,72,11,,,2015,11/30/2017 03:52:45 PM,,,
11163345,JA530155,08/19/2016 02:30:00 PM,039XX N SPAULDING AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENTIAL YARD (FRONT/BACK),false,false,1733,017,33,16,07,,,2016,11/30/2017 03:52:45 PM,,,
11163353,JA529343,11/22/2017 09:00:00 AM,083XX S WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0614,006,18,71,14,,,2017,11/30/2017 03:52:45 PM,,,
11163355,JA529826,11/16/2017 10:28:00 AM,020XX W Evergreen Ave,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,1424,014,1,24,06,,,2017,11/30/2017 03:52:45 PM,,,
11163356,JA529897,11/17/2017 03:00:00 PM,038XX N NEW ENGLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1632,016,38,17,11,,,2017,11/30/2017 03:52:45 PM,,,
11163359,JA529992,11/23/2017 04:00:00 PM,043XX W LEXINGTON ST,0890,THEFT,FROM BUILDING,OTHER,false,false,1131,011,24,26,06,,,2017,11/30/2017 03:52:45 PM,,,
11163361,JA529437,11/21/2017 10:35:00 AM,0000X E ERIE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1834,018,42,8,11,,,2017,11/30/2017 03:52:45 PM,,,
11163365,JA529364,11/06/2017 05:30:00 PM,009XX W MONTROSE AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1914,019,46,3,06,,,2017,11/30/2017 03:52:45 PM,,,
11163369,JA529944,10/09/2017 04:00:00 PM,011XX W ARDMORE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2022,020,48,77,06,,,2017,11/30/2017 03:52:45 PM,,,
11163400,JA528838,11/17/2017 03:00:00 PM,005XX S STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0123,001,2,32,11,,,2017,11/30/2017 03:52:45 PM,,,
11163403,JA530287,11/23/2017 11:00:00 PM,112XX S CHURCH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2212,022,19,75,08A,,,2017,11/30/2017 03:52:45 PM,,,
11163406,JA529660,11/23/2017 11:00:00 AM,003XX W 42ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0925,009,3,37,14,,,2017,11/30/2017 03:52:45 PM,,,
11163531,JA529631,05/11/2017 12:01:00 AM,077XX S PAXTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0414,004,7,43,05,,,2017,11/30/2017 03:52:45 PM,,,
11163570,JA530421,09/01/2008 09:00:00 PM,016XX N LUNA AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,false,true,2532,025,37,25,02,,,2008,11/30/2017 03:52:45 PM,,,
11163653,JA528122,10/01/2017 10:00:00 PM,021XX S TAN CT,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,false,false,0914,009,25,34,14,,,2017,11/30/2017 03:52:45 PM,,,
11163659,JA529239,10/23/2017 10:00:00 AM,018XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,0131,001,3,33,07,,,2017,11/30/2017 03:52:45 PM,,,
11163715,JA529539,11/18/2017 04:30:00 PM,026XX S PRAIRIE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,false,false,0133,001,2,35,10,,,2017,11/30/2017 03:52:45 PM,,,
11163718,JA527016,11/14/2017 05:31:00 PM,005XX W OHARE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT VENDING ESTABLISHMENT,false,false,1654,016,41,76,11,,,2017,11/30/2017 03:52:45 PM,,,
11163746,JA530620,10/12/2017 01:00:00 PM,133XX S RIVERDALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0533,005,9,54,11,,,2017,11/30/2017 03:52:45 PM,,,
11163772,JA530682,09/15/2017 03:00:00 PM,047XX N KIMBALL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1723,017,33,14,11,,,2017,11/30/2017 03:52:45 PM,,,
11163778,JA530632,11/15/2017 05:00:00 PM,031XX W 84TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0835,008,18,70,06,,,2017,11/30/2017 03:52:45 PM,,,
11163780,JA530656,11/19/2017 11:00:00 AM,072XX S CONSTANCE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0324,003,8,43,11,,,2017,11/30/2017 03:52:45 PM,,,
11163792,JA530693,10/25/2017 08:00:00 AM,002XX E 87TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,0632,006,6,44,11,,,2017,11/30/2017 03:52:45 PM,,,
11163803,JA530565,10/21/2017 04:30:00 PM,006XX E 81ST ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0631,006,6,44,26,,,2017,11/30/2017 03:52:45 PM,,,
11163805,JA530643,08/15/2017 05:00:00 PM,068XX S EAST END AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,ALLEY,false,false,0332,003,5,43,04B,,,2017,11/30/2017 03:52:45 PM,,,
11163809,JA530612,11/13/2017 10:00:00 AM,005XX W 78TH ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,0621,006,17,69,11,,,2017,11/30/2017 03:52:45 PM,,,
11163817,JA522774,11/23/2017 12:36:00 PM,083XX S HOLLAND RD,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,OTHER,false,false,0622,006,21,44,05,,,2017,11/30/2017 03:52:45 PM,,,
11163820,JA530714,09/25/2017 12:00:00 PM,049XX S DR MARTIN LUTHER KING JR DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0223,002,4,38,11,,,2017,11/30/2017 03:52:45 PM,,,
23706,JA522384,11/23/2017 01:40:00 AM,004XX E 77TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,6,69,01A,1180694,1854061,2017,11/30/2017 03:52:45 PM,41.754797198,-87.613374728,"(41.754797198, -87.613374728)"